video_id,label,dataset,method,split,n_crops
celeb-df-v2__Celeb-real__id42_0003,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id3_0005,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id13_0013,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id20_0005,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id8_0000,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id7_0009,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id56_0005,0,celeb-df-v2,Celeb-real,test,8
celeb-df-v2__Celeb-real__id61_0003,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id1_0009,0,celeb-df-v2,Celeb-real,test,8
celeb-df-v2__Celeb-real__id35_0008,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id50_0000,0,celeb-df-v2,Celeb-real,holdout,8
celeb-df-v2__Celeb-real__id41_0005,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id29_0006,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id47_0003,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id40_0004,0,celeb-df-v2,Celeb-real,test,8
celeb-df-v2__Celeb-real__id25_0005,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id20_0001,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id33_0005,0,celeb-df-v2,Celeb-real,holdout,8
celeb-df-v2__Celeb-real__id44_0003,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id51_0001,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id11_0010,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id61_0007,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id17_0003,0,celeb-df-v2,Celeb-real,holdout,8
celeb-df-v2__Celeb-real__id25_0009,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id46_0003,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id10_0001,0,celeb-df-v2,Celeb-real,test,8
celeb-df-v2__Celeb-real__id22_0000,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id12_0003,0,celeb-df-v2,Celeb-real,val,8
celeb-df-v2__Celeb-real__id27_0002,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id58_0008,0,celeb-df-v2,Celeb-real,holdout,8
celeb-df-v2__Celeb-real__id56_0001,0,celeb-df-v2,Celeb-real,test,8
celeb-df-v2__Celeb-real__id27_0006,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id2_0009,0,celeb-df-v2,Celeb-real,holdout,8
celeb-df-v2__Celeb-real__id47_0002,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id32_0004,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id4_0008,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id28_0004,0,celeb-df-v2,Celeb-real,holdout,8
celeb-df-v2__Celeb-real__id54_0002,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id34_0004,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id6_0004,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id45_0006,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id30_0002,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id31_0007,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id59_0004,0,celeb-df-v2,Celeb-real,val,8
celeb-df-v2__Celeb-real__id37_0004,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id48_0008,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id49_0007,0,celeb-df-v2,Celeb-real,holdout,8
celeb-df-v2__Celeb-real__id24_0002,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id13_0006,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id31_0000,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id29_0009,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id47_0008,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id48_0007,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id27_0003,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id19_0009,0,celeb-df-v2,Celeb-real,test,8
celeb-df-v2__Celeb-real__id52_0001,0,celeb-df-v2,Celeb-real,val,8
celeb-df-v2__Celeb-real__id13_0008,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id49_0000,0,celeb-df-v2,Celeb-real,holdout,8
celeb-df-v2__Celeb-real__id35_0002,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id2_0008,0,celeb-df-v2,Celeb-real,holdout,8
celeb-df-v2__Celeb-real__id61_0004,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id46_0005,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id16_0006,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id57_0008,0,celeb-df-v2,Celeb-real,test,8
celeb-df-v2__Celeb-real__id50_0009,0,celeb-df-v2,Celeb-real,holdout,8
celeb-df-v2__Celeb-real__id57_0006,0,celeb-df-v2,Celeb-real,test,8
celeb-df-v2__Celeb-real__id1_0000,0,celeb-df-v2,Celeb-real,test,8
celeb-df-v2__Celeb-real__id39_0001,0,celeb-df-v2,Celeb-real,val,8
celeb-df-v2__Celeb-real__id20_0006,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id57_0009,0,celeb-df-v2,Celeb-real,test,8
celeb-df-v2__Celeb-real__id36_0002,0,celeb-df-v2,Celeb-real,test,8
celeb-df-v2__Celeb-real__id0_0006,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id47_0009,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id6_0007,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id51_0004,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id54_0008,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id7_0001,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id3_0002,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id60_0001,0,celeb-df-v2,Celeb-real,val,8
celeb-df-v2__Celeb-real__id13_0001,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id26_0005,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id13_0011,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id59_0000,0,celeb-df-v2,Celeb-real,val,8
celeb-df-v2__Celeb-real__id12_0004,0,celeb-df-v2,Celeb-real,val,8
celeb-df-v2__Celeb-real__id41_0009,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id5_0001,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id58_0007,0,celeb-df-v2,Celeb-real,holdout,8
celeb-df-v2__Celeb-real__id19_0003,0,celeb-df-v2,Celeb-real,test,8
celeb-df-v2__Celeb-real__id35_0004,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id57_0001,0,celeb-df-v2,Celeb-real,test,8
celeb-df-v2__Celeb-real__id37_0001,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id46_0007,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id59_0001,0,celeb-df-v2,Celeb-real,val,8
celeb-df-v2__Celeb-real__id55_0000,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id0_0000,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id22_0008,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id9_0006,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id49_0005,0,celeb-df-v2,Celeb-real,holdout,8
celeb-df-v2__Celeb-real__id53_0000,0,celeb-df-v2,Celeb-real,test,8
celeb-df-v2__Celeb-real__id48_0005,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id38_0005,0,celeb-df-v2,Celeb-real,test,8
celeb-df-v2__Celeb-real__id19_0002,0,celeb-df-v2,Celeb-real,test,8
celeb-df-v2__Celeb-real__id58_0001,0,celeb-df-v2,Celeb-real,holdout,8
celeb-df-v2__Celeb-real__id2_0001,0,celeb-df-v2,Celeb-real,holdout,8
celeb-df-v2__Celeb-real__id23_0002,0,celeb-df-v2,Celeb-real,val,8
celeb-df-v2__Celeb-real__id31_0001,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id22_0003,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id32_0001,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id2_0005,0,celeb-df-v2,Celeb-real,holdout,8
celeb-df-v2__Celeb-real__id17_0005,0,celeb-df-v2,Celeb-real,holdout,8
celeb-df-v2__Celeb-real__id54_0000,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id30_0000,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id47_0006,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id8_0001,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id51_0006,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id43_0001,0,celeb-df-v2,Celeb-real,val,8
celeb-df-v2__Celeb-real__id23_0003,0,celeb-df-v2,Celeb-real,val,8
celeb-df-v2__Celeb-real__id59_0009,0,celeb-df-v2,Celeb-real,val,8
celeb-df-v2__Celeb-real__id52_0007,0,celeb-df-v2,Celeb-real,val,8
celeb-df-v2__Celeb-real__id40_0008,0,celeb-df-v2,Celeb-real,test,8
celeb-df-v2__Celeb-real__id50_0004,0,celeb-df-v2,Celeb-real,holdout,8
celeb-df-v2__Celeb-real__id52_0009,0,celeb-df-v2,Celeb-real,val,8
celeb-df-v2__Celeb-real__id1_0007,0,celeb-df-v2,Celeb-real,test,8
celeb-df-v2__Celeb-real__id1_0005,0,celeb-df-v2,Celeb-real,test,8
celeb-df-v2__Celeb-real__id2_0003,0,celeb-df-v2,Celeb-real,holdout,8
celeb-df-v2__Celeb-real__id9_0005,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id29_0008,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id34_0007,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id5_0004,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id4_0006,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id58_0003,0,celeb-df-v2,Celeb-real,holdout,8
celeb-df-v2__Celeb-real__id47_0001,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id5_0005,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id31_0004,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id38_0000,0,celeb-df-v2,Celeb-real,test,8
celeb-df-v2__Celeb-real__id53_0007,0,celeb-df-v2,Celeb-real,test,8
celeb-df-v2__Celeb-real__id13_0004,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id21_0009,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id46_0004,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id45_0008,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id6_0001,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id25_0007,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id43_0008,0,celeb-df-v2,Celeb-real,val,8
celeb-df-v2__Celeb-real__id54_0001,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id0_0003,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id54_0005,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id35_0005,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id19_0005,0,celeb-df-v2,Celeb-real,test,8
celeb-df-v2__Celeb-real__id0_0004,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id21_0006,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id55_0004,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id17_0006,0,celeb-df-v2,Celeb-real,holdout,8
celeb-df-v2__Celeb-real__id33_0003,0,celeb-df-v2,Celeb-real,holdout,8
celeb-df-v2__Celeb-real__id36_0001,0,celeb-df-v2,Celeb-real,test,8
celeb-df-v2__Celeb-real__id40_0002,0,celeb-df-v2,Celeb-real,test,8
celeb-df-v2__Celeb-real__id31_0009,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id43_0002,0,celeb-df-v2,Celeb-real,val,8
celeb-df-v2__Celeb-real__id26_0007,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id33_0000,0,celeb-df-v2,Celeb-real,holdout,8
celeb-df-v2__Celeb-real__id61_0009,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id37_0007,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id23_0000,0,celeb-df-v2,Celeb-real,val,8
celeb-df-v2__Celeb-real__id54_0004,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id7_0002,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id11_0005,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id25_0002,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id55_0002,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id59_0002,0,celeb-df-v2,Celeb-real,val,8
celeb-df-v2__Celeb-real__id29_0007,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id43_0006,0,celeb-df-v2,Celeb-real,val,8
celeb-df-v2__Celeb-real__id20_0009,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id3_0001,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id46_0001,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id27_0005,0,celeb-df-v2,Celeb-real,train,1
celeb-df-v2__Celeb-real__id55_0007,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id23_0007,0,celeb-df-v2,Celeb-real,val,8
celeb-df-v2__Celeb-real__id34_0001,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id11_0008,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id20_0000,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id30_0005,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id1_0002,0,celeb-df-v2,Celeb-real,test,8
celeb-df-v2__Celeb-real__id28_0008,0,celeb-df-v2,Celeb-real,holdout,8
celeb-df-v2__Celeb-real__id22_0007,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id54_0006,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id4_0007,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id12_0005,0,celeb-df-v2,Celeb-real,val,8
celeb-df-v2__Celeb-real__id16_0013,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id56_0003,0,celeb-df-v2,Celeb-real,test,8
celeb-df-v2__Celeb-real__id30_0004,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id57_0004,0,celeb-df-v2,Celeb-real,test,8
celeb-df-v2__Celeb-real__id17_0000,0,celeb-df-v2,Celeb-real,holdout,8
celeb-df-v2__Celeb-real__id11_0006,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id50_0003,0,celeb-df-v2,Celeb-real,holdout,8
celeb-df-v2__Celeb-real__id55_0003,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id48_0006,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id24_0004,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id43_0007,0,celeb-df-v2,Celeb-real,val,8
celeb-df-v2__Celeb-real__id41_0006,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id7_0006,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id58_0000,0,celeb-df-v2,Celeb-real,holdout,8
celeb-df-v2__Celeb-real__id48_0002,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id22_0001,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id36_0008,0,celeb-df-v2,Celeb-real,test,8
celeb-df-v2__Celeb-real__id56_0009,0,celeb-df-v2,Celeb-real,test,8
celeb-df-v2__Celeb-real__id16_0005,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id20_0004,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id34_0003,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id49_0001,0,celeb-df-v2,Celeb-real,holdout,8
celeb-df-v2__Celeb-real__id23_0006,0,celeb-df-v2,Celeb-real,val,8
celeb-df-v2__Celeb-real__id33_0006,0,celeb-df-v2,Celeb-real,holdout,8
celeb-df-v2__Celeb-real__id6_0005,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id9_0003,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id40_0009,0,celeb-df-v2,Celeb-real,test,8
celeb-df-v2__Celeb-real__id28_0007,0,celeb-df-v2,Celeb-real,holdout,8
celeb-df-v2__Celeb-real__id54_0009,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id16_0009,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id24_0009,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id5_0009,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id11_0007,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id29_0004,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id33_0009,0,celeb-df-v2,Celeb-real,holdout,8
celeb-df-v2__Celeb-real__id50_0008,0,celeb-df-v2,Celeb-real,holdout,8
celeb-df-v2__Celeb-real__id13_0003,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id22_0005,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id33_0002,0,celeb-df-v2,Celeb-real,holdout,8
celeb-df-v2__Celeb-real__id10_0009,0,celeb-df-v2,Celeb-real,test,8
celeb-df-v2__Celeb-real__id49_0004,0,celeb-df-v2,Celeb-real,holdout,8
celeb-df-v2__Celeb-real__id58_0005,0,celeb-df-v2,Celeb-real,holdout,8
celeb-df-v2__Celeb-real__id6_0002,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id21_0007,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id33_0001,0,celeb-df-v2,Celeb-real,holdout,8
celeb-df-v2__Celeb-real__id24_0000,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id37_0000,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id26_0004,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id0_0007,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id40_0000,0,celeb-df-v2,Celeb-real,test,8
celeb-df-v2__Celeb-real__id45_0000,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id13_0014,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id19_0004,0,celeb-df-v2,Celeb-real,test,8
celeb-df-v2__Celeb-real__id13_0009,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id2_0004,0,celeb-df-v2,Celeb-real,holdout,8
celeb-df-v2__Celeb-real__id8_0006,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id21_0008,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id46_0008,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id27_0007,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id60_0009,0,celeb-df-v2,Celeb-real,val,8
celeb-df-v2__Celeb-real__id5_0007,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id52_0006,0,celeb-df-v2,Celeb-real,val,8
celeb-df-v2__Celeb-real__id34_0005,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id10_0000,0,celeb-df-v2,Celeb-real,test,8
celeb-df-v2__Celeb-real__id24_0001,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id40_0001,0,celeb-df-v2,Celeb-real,test,8
celeb-df-v2__Celeb-real__id44_0004,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id10_0005,0,celeb-df-v2,Celeb-real,test,8
celeb-df-v2__Celeb-real__id48_0004,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id4_0004,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id5_0006,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id36_0009,0,celeb-df-v2,Celeb-real,test,8
celeb-df-v2__Celeb-real__id28_0000,0,celeb-df-v2,Celeb-real,holdout,8
celeb-df-v2__Celeb-real__id28_0005,0,celeb-df-v2,Celeb-real,holdout,8
celeb-df-v2__Celeb-real__id60_0005,0,celeb-df-v2,Celeb-real,val,8
celeb-df-v2__Celeb-real__id52_0003,0,celeb-df-v2,Celeb-real,val,8
celeb-df-v2__Celeb-real__id26_0006,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id52_0004,0,celeb-df-v2,Celeb-real,val,8
celeb-df-v2__Celeb-real__id21_0002,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id46_0002,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id49_0008,0,celeb-df-v2,Celeb-real,holdout,8
celeb-df-v2__Celeb-real__id51_0008,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id60_0003,0,celeb-df-v2,Celeb-real,val,8
celeb-df-v2__Celeb-real__id48_0001,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id5_0003,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id51_0003,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id36_0005,0,celeb-df-v2,Celeb-real,test,8
celeb-df-v2__Celeb-real__id28_0006,0,celeb-df-v2,Celeb-real,holdout,8
celeb-df-v2__Celeb-real__id41_0008,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id60_0008,0,celeb-df-v2,Celeb-real,val,8
celeb-df-v2__Celeb-real__id61_0000,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id8_0002,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id35_0001,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id16_0003,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id1_0003,0,celeb-df-v2,Celeb-real,test,8
celeb-df-v2__Celeb-real__id33_0008,0,celeb-df-v2,Celeb-real,holdout,8
celeb-df-v2__Celeb-real__id37_0009,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id26_0009,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id7_0000,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id30_0008,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id58_0006,0,celeb-df-v2,Celeb-real,holdout,8
celeb-df-v2__Celeb-real__id50_0001,0,celeb-df-v2,Celeb-real,holdout,8
celeb-df-v2__Celeb-real__id4_0001,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id8_0005,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id10_0006,0,celeb-df-v2,Celeb-real,test,7
celeb-df-v2__Celeb-real__id49_0003,0,celeb-df-v2,Celeb-real,holdout,8
celeb-df-v2__Celeb-real__id20_0002,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id32_0002,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id60_0002,0,celeb-df-v2,Celeb-real,val,8
celeb-df-v2__Celeb-real__id4_0005,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id25_0006,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id39_0005,0,celeb-df-v2,Celeb-real,val,8
celeb-df-v2__Celeb-real__id36_0006,0,celeb-df-v2,Celeb-real,test,8
celeb-df-v2__Celeb-real__id53_0008,0,celeb-df-v2,Celeb-real,test,8
celeb-df-v2__Celeb-real__id11_0000,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id51_0000,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id24_0005,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id52_0005,0,celeb-df-v2,Celeb-real,val,8
celeb-df-v2__Celeb-real__id42_0000,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id16_0012,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id19_0000,0,celeb-df-v2,Celeb-real,test,8
celeb-df-v2__Celeb-real__id23_0005,0,celeb-df-v2,Celeb-real,val,8
celeb-df-v2__Celeb-real__id17_0001,0,celeb-df-v2,Celeb-real,holdout,8
celeb-df-v2__Celeb-real__id30_0003,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id29_0002,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id45_0007,0,celeb-df-v2,Celeb-real,train,8
celeb-df-v2__Celeb-real__id10_0002,0,celeb-df-v2,Celeb-real,test,8
celeb-df-v2__Celeb-real__id59_0006,0,celeb-df-v2,Celeb-real,val,8
celeb-df-v2__Celeb-real__id21_0004,0,celeb-df-v2,Celeb-real,train,8
